id,job_title,location,experience_level,education_level,salary
5023,Supervisor Marketing Komunikasi,Jakarta,2,Sarjana,6000000
5361,Legal Associate (Debt Collection),Jakarta,2,Sarjana,6000000
5926,Sales Executive Corporate,Bali,2,Sarjana,6000000
5974,Partnership & Community Specialist,Surabaya,2,Sarjana,6000000
6197,Marketing Staff,Jakarta,2,Sarjana,6000000
6550,Sales Engineer,Jakarta,2,Sarjana,6000000
6843,Photographer Videographer,Tangerang,2,Sarjana,6000000
7329,Tax And Accounting Staff,Palembang,2,Sarjana,6000000
7848,Sales Executive Corporate,Bali,2,Sarjana,6000000
8001,Staff Penilaian Bisnis (Saham / Fairness Opinion/ Feasibility Study),Jakarta,2,Sarjana,6000000
8095,Supervisor  E-Commerce,Sidoarjo,2,Sarjana,6000000
8978,Contractor Activation Officer,Jakarta,2,Sarjana,6000000
9423,Supervisor Produksi,Tangerang,2,Sarjana,6000000
10208,Cost Controller,Jawa Barat,2,Sarjana,6000000
11108,Tax Consultant,Jakarta,2,Sarjana,6000000
11212,Recruitment Officer,Jakarta,2,Sarjana,6000000
11537,Sales Supervisor Fmcg ( Mt ) - Area Kalbar ( Pontianak ),Kalimantan Barat,2,Sarjana,6000000
12489,R&d Formulator,Sidoarjo,2,Magister,6000000
12745,Scientific Affairs Specialist,Jakarta,2,Sarjana,6000000
12963,Content Creator Copywriter Specialist,Jakarta,2,Sarjana,6000000
13036,Event Specialist,Jakarta,2,Sarjana,6000000
13141,Sales Executive Corporate,Bali,2,Sarjana,6000000
14325,Apoteker Penanggungjawab,Bekasi,2,Sarjana,6000000
14445,Expertise Management Reseller,Makassar,2,Sarjana,6000000
14900,Architecture Interior Designer & Drafter,Jakarta,2,Sarjana,6000000
15632,Digital Marketing Manager,Jawa Barat,2,Sarjana,6000000
15844,Sales Supervisor Fmcg (Gt) - Area Palu,Palu,2,Sarjana,6000000
16152,Sales Executive Japanese Speaker,Jakarta,2,Sarjana,6000000
16217,Assistant Civil Engineering,Kalimantan Barat,2,Sarjana,6000000
16228,Software Developer,Jakarta,2,Sarjana,6000000
16691,Sales Supervisor Fmcg ( Gt ) - Area Bangka Belitung,Bangka Belitung,2,Sarjana,6000000
17009,Business Development (North Sumatera),Aceh,2,Sarjana,6000000
17059,Accounting,Jakarta,2,Sarjana,6000000
17100,Staff Accounting,Jakarta,2,Sarjana,6000000
17243,Product - Research & Development Head,Bandung,2,Sarjana,6000000
17675,It Tester,Jakarta,2,Sarjana,6000000
17820,Graphic Designer,Jakarta,2,Sarjana,6000000
17963,People Operations / Hr Admin,Jakarta,2,Sarjana,6000000
19074,Finance & Accounting Supervisor,Jakarta,2,Sarjana,6000000
19102,Digital Ads Specialist,Tangerang,2,Sarjana,6000000
19257,Business Executive,Tangerang,2,Sarjana,6000000
19856,Supervisor Sales Executive Jawa Tengah- Bahan Bangunan,Jawa Tengah,2,Sarjana,6000000
19947,Sales Marketing (Logistik),Tangerang,2,Sarjana,6000000
20222,Dokter Spesialis Patologi Anatomi,Depok,2,Magister,6000000
20520,Marketing Communication,Jakarta,2,Sarjana,6000000
20691,Kepala Kantor Kas,Banten,2,Sarjana,6000000
21056,Arsitektur Sipil,Jakarta,2,Sarjana,6000000
21262,"Product Specialist (Riau, Sumatera Selatan-Jambi, Jawa Barat, Sulawesi Selatan)",Bandung,2,Sarjana,6000000
22131,Account Manager,Jakarta,2,Sarjana,6000000
22551,Import And Export Staff,Tangerang,2,Sarjana,6000000
22987,Fullstack Programmer (It Staff),Jakarta,2,Sarjana,6000000
23024,Assistant Civil Engineering,Kalimantan Barat,2,Sarjana,6000000
23164,Kepala Kantor Kas,Banten,2,Sarjana,6000000
23728,Hr Audit,Surabaya,2,Sarjana,6000000
23914,Programming And Scheduling,Jakarta,2,Sarjana,6000000
24092,Contractor Activation Officer,Jakarta,2,Sarjana,6000000
25046,Sales Executive Corporate,Bali,2,Sarjana,6000000
25111,Sap Functional Support,Karawang,2,Sarjana,6000000
25338,Technical Support,Jakarta,2,Sarjana,6000000
25397,Sales Executive Corporate,Bali,2,Sarjana,6000000
25753,Technical Support,Jakarta,2,Sarjana,6000000
26002,Supervisor Sales Engineer (Rental Division),Jakarta,2,Sarjana,6000000
26250,E-Commerce Analyst,Bali,2,Sarjana,6000000
26291,Chief Of Finance Admin,Makassar,2,Sarjana,6000000
26301,Assistant Head Fat,Jakarta,2,Sarjana,6000000
26331,Java Developer,Bandung,2,Sarjana,6000000
26762,Business Development (North Sumatera),Aceh,2,Sarjana,6000000
27085,Event Organizer And Project Officer,Jakarta,2,Sarjana,6000000
27086,Kacab/Marketing Manager/Fleet Manager/Operasional Manager,Jawa Timur,2,Sarjana,6000000
27297,Creative Director,Bandung,2,Sarjana,6000000
27658,Ui/Ux Designer,Badung,2,Magister,6000000
28580,Embedded System Engineer,Bandung,2,Sarjana,6000000
29291,Assistant Civil Engineering,Kalimantan Barat,2,Sarjana,6000000
29363,Translator Mandarin,Banten,2,Sarjana,6000000
29450,Graphic Designer,Jakarta,2,Sarjana,6000000
30299,Sales Supervisor Fmcg ( Gt ) - Area Serang,Serang,2,Sarjana,6000000
30436,Software Support Engineer,Bintan,2,Sarjana,6000000
30656,Assistant Civil Engineering,Kalimantan Barat,2,Sarjana,6000000
30888,Accounting & Tax Supervisor - Jakarta Pusat,Jakarta,2,Sarjana,6000000
31143,Sales Marketing - English Learning Platform (Jogja),Yogyakarta,2,Sarjana,6000000
31455,It Infrastructure,Jakarta,2,Sarjana,6000000
31550,Lowongan Appraiser Mobil Bekas,Banten,2,Sarjana,6000000
31786,Sales Building Material Area Jabodetabek,Jakarta,2,Sarjana,6000000
31982,Sales Building Material Area Jabodetabek,Jakarta,2,Sarjana,6000000
32106,Sales Executive Corporate,Bali,2,Sarjana,6000000
32206,Wealth Management Program (Wmp),Jakarta,2,Sarjana,6000000
32265,Manager,Jakarta,2,Sarjana,6000000
32347,Hr Audit,Surabaya,2,Sarjana,6000000
32368,Strategic Planner (Creative),Jakarta,2,Sarjana,6000000
32383,Store Manager (Kode : Plb ),Palembang,2,Sarjana,6000000
32497,Sales Executive Corporate,Bali,2,Sarjana,6000000
32574,Image Retoucher,Jakarta,2,Sarjana,6000000
32694,Manager Warehouse,Banten,2,Sarjana,6000000
32723,Sales Marketing,Jakarta,2,Sarjana,6000000
32885,Quality Assurance Staff,Jakarta,2,Sarjana,6000000
33034,Technical Writer,Tangerang,2,Sarjana,6000000
33061,"Sales Marketing Executive Alat Kesehatan Untuk Gt,Mt,B2b Dan Online",Jakarta,2,Sarjana,6000000
33175,Beauty Advisor (Summarecon Mall Serpong),Tangerang,2,Sarjana,6000000
33223,Technical Sales Representative (Produk Kandang Ayam Modern),Tangerang,2,Sarjana,6000000
33254,Area Sales Supervisor - Malang & Jember,Malang,2,Sarjana,6000000
33351,Finance Officer,Nusa Tenggara Barat,2,Sarjana,6000000
33398,"Product Specialist (Riau, Sumatera Selatan-Jambi, Jawa Barat, Sulawesi Selatan)",Bandung,2,Sarjana,6000000
33405,Contractor Activation Officer,Jakarta,2,Sarjana,6000000
33436,Sales Executive Corporate,Bali,2,Sarjana,6000000
33453,Kindergarten Teacher,Jakarta,2,Sarjana,6000000
33489,Staff It - Erp,Tangerang,2,Sarjana,6000000
33506,Senior Graphic Designer - Bandung,Bandung,2,Sarjana,6000000
33654,Building Maintenance & General Affairs,Jakarta,2,Sarjana,6000000
33974,Learning & Development,Jakarta,2,Sarjana,6000000
34031,Accountant (Manufacturing),Pasuruan,2,Sarjana,6000000
34041,Mobile (Android/Ios) Developer,Medan,2,Sarjana,6000000
34053,Marketing Officer,Jakarta,2,Sarjana,6000000
34201,Manager E-Commerce,Sidoarjo,2,Sarjana,6000000
34212,Sales Building Material Area Jabodetabek,Jakarta,2,Sarjana,6000000
34290,It Support/Programmer,Tangerang,2,Sarjana,6000000
34327,Social Media Specialist,Jakarta,2,Sarjana,6000000
34355,Designer,Jakarta,2,Sarjana,6000000
34422,Technical Support,Jakarta,2,Sarjana,6000000
34548,Software Engineer,Jakarta,2,Magister,6000000
34626,Sales Executive Corporate,Bali,2,Sarjana,6000000
34633,Software Engineer,Jakarta,2,Magister,6000000
34657,Business Development Management,Makassar,2,Sarjana,6000000
34662,Account Manager Elevator Industry - Surabaya Based,Surabaya,2,Sarjana,6000000
34726,Accounting,Bandung,2,Sarjana,6000000
113,Taxation Staff,Jakarta,1,Sarjana,6000000
3616,Sales Engineer,Jakarta,1,Sarjana,6000000
4270,Corporate Account Manager Surabaya,Surabaya,1,Sarjana,6000000
4290,Customer Care Staff,Jakarta,1,Sarjana,6000000
5118,Data Analyst,Jakarta,1,Sarjana,6000000
6045,Account Manager,Jakarta,1,Sarjana,6000000
6474,Mandarin Translator (Makassar & Manado),Makassar,1,Sarjana,6000000
6580,Sales Genset - Jakarta,Jakarta,1,Sarjana,6000000
8294,Keuangan Proyek,Jakarta,1,Sarjana,6000000
8447,Videographer,Jakarta,1,Sarjana,6000000
10028,Flutter Developer,Jakarta,1,Sarjana,6000000
10700,Relationship Officer,Jakarta,1,Sarjana,6000000
10962,Technical Sales Executive Pharma,Jakarta,1,Sarjana,6000000
11340,It Infrastructure,Jakarta,1,Sarjana,6000000
11866,(Motion) Graphic Designer,Jakarta,1,Sarjana,6000000
12111,Mm Staff (Manufacturing Mesin),Tangerang,1,Sarjana,6000000
14921,Finance Accounting,Cikarang,1,Sarjana,6000000
15868,Social Media Specialist /  Social Media Strategist,Jakarta,1,Sarjana,6000000
17276,Area Sales Supervisor,Cikarang,1,Sarjana,6000000
17663,Maintenance Engineering,Bandung,1,Sarjana,6000000
18118,Crm Analytics Associate,Jakarta,1,Sarjana,6000000
18508,Area Sales Supervisor,Cikarang,1,Sarjana,6000000
20323,Sekretaris Direksi,Sidoarjo,1,Sarjana,6000000
21355,Spv Terminal (Dept. Pemasaran),Pekanbaru,1,Sarjana,6000000
21521,Area Sales Supervisor,Cikarang,1,Sarjana,6000000
23650,Human Resource,Bandung,1,Sarjana,6000000
24233,Service Engineer,Jakarta,1,Sarjana,6000000
26273,Android Programmer,Tangerang,1,Sarjana,6000000
26986,Inbound Team Lead,Jakarta,1,Sarjana,6000000
27272,Assistant Finance & Accounting,Jakarta,1,Sarjana,6000000
28554,It Support Senior Officer,Jakarta,1,Sarjana,6000000
28929,Social Media Specialist,Jakarta,1,Sarjana,6000000
29322,Administrative Staff Di Jakarta Pusat,Jakarta,1,Sarjana,6000000
29835,Quality Control,Tangerang,1,Sarjana,6000000
29864,Finance And Accounting And Tax,Banten,1,Sarjana,6000000
29932,Accounting & Tax,Jakarta,1,Sarjana,6000000
30074,Digital Marketing Staff,Jakarta,1,Magister,6000000
30169,Brand Specialist,Tangerang,1,Sarjana,6000000
30415,Fashion Digital Marketing,Jakarta,1,Sarjana,6000000
30473,Sales Marketing Tangerang,Banten,1,Sarjana,6000000
30524,Java Developer,Jakarta,1,Sarjana,6000000
31074,Online Sales Executive,Jakarta,1,Sarjana,6000000
31113,Area Sales Supervisor,Cikarang,1,Sarjana,6000000
31770,Social Media Specialist,Jakarta,1,Sarjana,6000000
32209,Laravel Developer,Jakarta,1,Sarjana,6000000
32303,Global Product Engineer,Jakarta,1,Sarjana,6000000
32333,Software Engineer,Jakarta,1,Magister,6000000
32465,Performing Art Teacher (Theatre),Jakarta,1,Sarjana,6000000
32561,Programer,Bandung,1,Sarjana,6000000
32637,Business Development Leader Area Lampung,Bandar Lampung,1,Sarjana,6000000
32706,Supervisor Sales Commercial Industry Balikpapan,Balikpapan,1,Sarjana,6000000
32936,Corporate Secretary,Tangerang,1,Sarjana,6000000
32948,Technical Sales Cosmetic - Chemical - Bekasi (B-73179),Bekasi,1,Magister,6000000
32978,Digital Marketing,Jakarta,1,Sarjana,6000000
33074,Curriculum And Programme Developer,Tangerang,1,Doktor,6000000
33133,Finance And Accounting And Tax,Banten,1,Sarjana,6000000
33177,Sales Representative Furniture,Surabaya,1,Sarjana,6000000
33269,Asisten Director,Mojokerto,1,Sarjana,6000000
33286,Dibutuhkan Segera Staff Admin Pajak,Jakarta,1,Sarjana,6000000
33471,Design,Jakarta,1,Sarjana,6000000
33641,Social Media Marketing,Jakarta,1,Sarjana,6000000
33687,Software Tester,Banten,1,Sarjana,6000000
33726,Telemarketing Officer,Jakarta,1,Sarjana,6000000
33752,Network Engineer,Jakarta,1,Sarjana,6000000
33771,Tech Recruiter,Jakarta,1,Magister,6000000
33981,Bussines Intelligence Staff,Jakarta,1,Sarjana,6000000
34052,Talent Acquisition Executive,Jakarta,1,Sarjana,6000000
34183,Business Development (Background Building Consultant Or Tenant Relation Building),Jakarta,1,Sarjana,6000000
34340,Head Of Academic,Jakarta,1,Sarjana,6000000
34732,Social Media Staff,Jakarta,1,Sarjana,6000000
3239,Tax Officer,Jakarta,0,Sarjana,6000000
6272,"Marketing Staff Japanese Speaker (Jlpt N2, Fresh Graduates Ok)",Jakarta,0,Sarjana,6000000
8346,Marketing Staff Surabaya,Surabaya,0,Magister,6000000
9080,Tenaga Pengajar,Jakarta,0,Sarjana,6000000
10875,Store Manager Fast Track Program,Jawa Timur,0,Sarjana,6000000
11457,Investment & Treasury Officer,Jakarta,0,Sarjana,6000000
14301,Store Manager Fast Track Program,Jawa Timur,0,Sarjana,6000000
16798,Digital Marketing Specialist,Jakarta,0,Sarjana,6000000
20395,Store Manager Fast Track Program,Jawa Timur,0,Sarjana,6000000
26905,C# Backend Developer,Jakarta,0,Sarjana,6000000
27289,Marketing Staff Semarang,Jawa Tengah,0,Magister,6000000
28033,Marketing Staff Bandung,Bandung,0,Sarjana,6000000
29364,Accounting Officer,Jakarta,0,Sarjana,6000000
29522,Software Quality Assurance - Internship (Remote),Jakarta,0,Sarjana,6000000
31764,Management Trainee,Jakarta,0,Sarjana,6000000
31981,Graphic Designer,Jakarta,0,Sarjana,6000000
33417,Management Trainee,Jakarta,0,Sarjana,6000000
33419,Digital Marketing,Bogor,0,Sarjana,6000000
34366,It Programmer,Jakarta,0,Sarjana,6000000
34466,Marketing Staff Medan,Medan,0,Sarjana,6000000
2234,Production Engineering Staff,Karawang,2,Sarjana,5900000
23670,Marketing Executive,Jakarta,2,Sarjana,5900000
26223,Qc-Qa Staff,Karawang,2,Sarjana,5900000
30687,Marketing Executive,Jakarta,2,Sarjana,5900000
29811,Software Developer,Jakarta,1,Sarjana,5900000
33480,Sales Executive (Jakarta),Jakarta,2,Sarjana,5880000
32917,Hse Officer,Nusa Tenggara Barat,2,Sarjana,5875000
33555,Accounting Staff (Miro Staff),Jakarta,0,Sarjana,5875000
29134,Data And Tech Support,Jakarta,0,Sarjana,5850000
9043,Design Engineering,Jakarta,0,Sarjana,5820950
33563,Public Relation Admin,Jakarta,1,Sarjana,5820000
1551,Staff Peralatan - Alat Berat,Bandung,2,Sarjana,5800000
8697,Ui Designer,Jakarta,1,Sarjana,5800000
16215,Salesman Foomee Bekasi,Bekasi,1,Sarjana,5780310
26352,Hr Staff,Balikpapan,5,Sarjana,5760000
33635,Hrd,Bekasi,3,Sarjana,5760000
33756,Sales Officer,Jakarta,3,Sarjana,5760000
11636,Hrd Staff,Jakarta,2,Sarjana,5760000
27663,Customer Service And Sales Account - Surabaya,Surabaya,2,Sarjana,5760000
32218,Investor Relations,Jakarta,2,Sarjana,5760000
32673,Photo & Videographer,Jakarta,2,Sarjana,5760000
16940,Business Analyst Supply Chain,Jakarta,1,Sarjana,5760000
32306,Senior Marketing Staff,Tangerang,6,Sarjana,5750000
34223,Store Manager - Padang,Padang,5,Sarjana,5750000
1198,Marketing Staff (Karawang Area),Karawang,3,Sarjana,5750000
4629,Store Manager (Insight Unlimited),Jakarta,3,Sarjana,5750000
11175,Surveyor,Jakarta,3,Sarjana,5750000
11298,Store Manager - Makassar,Makassar,3,Sarjana,5750000
18504,Graphic Designer,Tangerang,3,Sarjana,5750000
19426,Sales Engineer,Tangerang,3,Sarjana,5750000
28351,Surveyor,Jakarta,3,Sarjana,5750000
28701,Project Import Coordinator,Jakarta,3,Sarjana,5750000
31184,Spv Sales Canvasser (Area Pandeglang-Serang),Pandeglang,3,Sarjana,5750000
32290,Hydraulic Engineer,Jakarta,3,Sarjana,5750000
32558,Logistic Staff,Bandung,3,Sarjana,5750000
34314,Staff Finance & Accounting,Karawang,3,Sarjana,5750000
224,Sales Engineer (South Sumatera & Up ),Palembang,2,Sarjana,5750000
777,Sales Supervisor Fmcg (Mt) - Area Samarinda,Samarinda,2,Sarjana,5750000
944,Sales Engineer  (Kalimantan),Kalimantan Barat,2,Sarjana,5750000
2514,Marketing Executive,Jakarta,2,Sarjana,5750000
2558,Sales Engineer  (Kalimantan),Kalimantan Barat,2,Sarjana,5750000
3524,Senior Auditor,Jakarta,2,Sarjana,5750000
4747,Sales Engineer (South Sumatera & Up ),Palembang,2,Sarjana,5750000
5819,Supervisor Project,Jakarta,2,Sarjana,5750000
6029,Tech Recruiter ( Headhunter It Developer ),Jakarta,2,Sarjana,5750000
6113,Marketing Executive,Jakarta,2,Sarjana,5750000
7301,Secondary Leader,Bogor,2,Magister,5750000
7482,Accounting Staff,Jakarta,2,Sarjana,5750000
9182,Digital Marketing Strategist,Jakarta,2,Sarjana,5750000
9430,It Application Support,Jakarta,2,Sarjana,5750000
11038,Sales Engineer  (Kalimantan),Kalimantan Barat,2,Sarjana,5750000
11061,Commercial Engineer,Tangerang,2,Sarjana,5750000
11380,Manager Pengelola Cabang Klinik Kecantikan / Dokter,Sidoarjo,2,Sarjana,5750000
13390,Motion Graphic Artist,Jakarta,2,Sarjana,5750000
14233,Sales Project,Jakarta,2,Sarjana,5750000
16140,Sales Development Executive - Bali,Bali,2,Sarjana,5750000
18631,Sales Engineer (South Sumatera & Up ),Palembang,2,Sarjana,5750000
20886,Pjt Alat Kesehatan,Bogor,2,Sarjana,5750000
23664,Business Development,Surabaya,2,Magister,5750000
26389,Purchasing,Batam,2,Sarjana,5750000
27802,Junior Supervisor Database Operation,Jakarta,2,Sarjana,5750000
29992,Finance,Jakarta,2,Sarjana,5750000
31606,Programmer Cnc Milling & Cnc Bubut,Cikarang,2,Sarjana,5750000
32115,Sales Engineer (South Sumatera & Up ),Palembang,2,Sarjana,5750000
32471,Creative Content Creator,Tangerang,2,Sarjana,5750000
32655,Mandarin Teacher,Surabaya,2,Sarjana,5750000
32714,Sales Engineer  (Kalimantan),Kalimantan Barat,2,Sarjana,5750000
32940,Content Creator,Tangerang,2,Sarjana,5750000
32956,Sales Engineer  (Kalimantan),Kalimantan Barat,2,Sarjana,5750000
33009,Sales Executive,Jakarta,2,Sarjana,5750000
33158,Content Writer,Jakarta,2,Sarjana,5750000
33400,Creative Design / Desain Kreatif / Graphic Designer / Desain Grafis,Jakarta,2,Sarjana,5750000
33549,Marketing Executive,Jakarta,2,Sarjana,5750000
33551,Service Technician (Lab) Bekasi,Bekasi,2,Sarjana,5750000
33734,Marketing Executive,Jakarta,2,Sarjana,5750000
33763,Sales Engineer (South Sumatera & Up ),Palembang,2,Sarjana,5750000
33926,Secretary,Jakarta,2,Sarjana,5750000
34048,B2b Sales Staff (Export-Import Operation),Jakarta,2,Sarjana,5750000
34230,Sales Executive,Jakarta,2,Sarjana,5750000
34234,Customer Care It,Jakarta,2,Sarjana,5750000
34438,Marketing Product(Jakarta),Jakarta,2,Sarjana,5750000
183,Network Monitoring,Jakarta,1,Sarjana,5750000
4199,Sales,Jakarta,1,Sarjana,5750000
4541,Sales,Jakarta,1,Sarjana,5750000
5159,Social Media Marketing Manager Specialist,Bekasi,1,Sarjana,5750000
5465,Sales,Jakarta,1,Sarjana,5750000
7782,Sales,Jakarta,1,Sarjana,5750000
9576,Web Developer & Android Developer,Tangerang,1,Sarjana,5750000
9581,Sales,Jakarta,1,Sarjana,5750000
11886,Content Creator,Jakarta,1,Sarjana,5750000
12524,Internal Marketing Supervisor (Manufaktur Baja Di Margomulyo Indah Surabaya),Surabaya,1,Sarjana,5750000
14738,Sales,Jakarta,1,Sarjana,5750000
15138,Phyton Specialist,Yogyakarta,1,Sarjana,5750000
16852,Admin Purchasing,Jakarta,1,Sarjana,5750000
17498,Digital Marketing,Jakarta,1,Sarjana,5750000
18107,Teknisi Pemasangan Lift,Jakarta,1,Sarjana,5750000
19290,Sales Executive,Jakarta,1,Sarjana,5750000
20575,Supervisor Call Center,Semarang,1,Sarjana,5750000
21073,Sales,Jakarta,1,Sarjana,5750000
21761,Sales,Jawa Barat,1,Sarjana,5750000
22270,Sales,Jakarta,1,Sarjana,5750000
25404,Sales,Jakarta,1,Sarjana,5750000
25586,E-Commerce Specialist,Banten,1,Sarjana,5750000
27637,It Quality Assurance,Jakarta,1,Sarjana,5750000
27651,Sales,Jawa Timur,1,Sarjana,5750000
28066,Sales,Jakarta,1,Sarjana,5750000
30583,Surveyor,Bandung,1,Sarjana,5750000
30588,Key Account Executive (Kae),Jakarta,1,Sarjana,5750000
31861,Data Analyst,Jakarta,1,Sarjana,5750000
31870,General Affair Executive,Jakarta,1,Sarjana,5750000
32035,Tax Officer,Jakarta,1,Sarjana,5750000
32168,Business Analyst,Bandung,1,Sarjana,5750000
32173,Digital Marketing,Jakarta,1,Sarjana,5750000
32339,Digital Marketing / Digital Advertiser,Jakarta,1,Sarjana,5750000
32351,Sales,Jakarta,1,Sarjana,5750000
32514,Sales Staff -Trading (B-73421),Jakarta,1,Magister,5750000
32946,Kol Specialist,Tangerang,1,Sarjana,5750000
32957,Digital Marketing,Jakarta,1,Sarjana,5750000
33559,Estimator Electronica,Jakarta,1,Sarjana,5750000
33801,Account Executive,Jakarta,1,Sarjana,5750000
34055,Sales,Jakarta,1,Sarjana,5750000
2841,Qc Staff - Rm & Fg (Kontrak 6bulan),Depok,0,Sarjana,5750000
9795,Aesthetic Doctor (Jakarta),Jakarta,0,Sarjana,5750000
11118,Data Analyst,Jakarta,0,Sarjana,5750000
13973,Sales Staff (Japanese Speaker),Jakarta,0,Sarjana,5750000
14905,Junior Geotechnical Engineer,Cikarang,0,Sarjana,5750000
15978,Business Development In Mobile Content And Service,Jakarta,0,Sarjana,5750000
21075,It Programmer,Jakarta,0,Sarjana,5750000
28490,Sales Property Horeca,Surabaya,0,Sarjana,5750000
32137,Trainer Assistant (Baby & Toys),Jakarta,0,Sarjana,5750000
34309,Dosen Farmasi (Teknologi Farmasi/Farmasi Industri),Cikarang,0,Doktor,5750000
34323,Graphic Designer,Tangerang,0,Sarjana,5750000
3561,Staff Administrasi Yang Mengerti It,Jakarta,3,Sarjana,5730000
17444,Brand Strategic,Jakarta,3,Sarjana,5720000
264,Sales Executive - Area Jakarta & Surabaya,Jakarta,1,Sarjana,5700000
14379,Business Development,Jakarta,1,Sarjana,5700000
31973,Sales Executive - Area Jakarta & Surabaya,Jakarta,1,Sarjana,5700000
14227,Guru Seni Dan Budaya (Art/Seni Rupa),Jawa Barat,2,Sarjana,5650000
33574,Vendor Management Strategist,Bogor,1,Sarjana,5650000
2179,Teknisi Mesin Chiller/Air Compressor/Air Dryer,Jakarta,4,Sarjana,5640000
6410,Sales Project,Jakarta,2,Sarjana,5640000
33680,Sales Engineer  / Marketing Executive,Surabaya,2,Sarjana,5640000
32186,Accounting Tax Staff,Jakarta,1,Sarjana,5640000
33241,Ga / Gs Officer,Jakarta,1,Sarjana,5640000
5021,Fresh Graduate Management Training Program,Jakarta,0,Sarjana,5625000
13879,Fresh Graduate Management Training Program,Jakarta,0,Sarjana,5625000
14818,"Fresh Graduate Content Writer, Blogger, Copywriter",Jakarta,0,Sarjana,5625000
20985,Fresh Graduate Management Training Program,Jakarta,0,Sarjana,5625000
32159,Fresh Graduate Management Training Program,Jakarta,0,Sarjana,5625000
32406,Fresh Graduate Management Training Program,Jakarta,0,Sarjana,5625000
12379,Sales Ac,Jakarta,1,Sarjana,5615000
19351,Sales Executive,Tangerang,2,Sarjana,5600000
32589,Accounting & Cost Control Staff,Jakarta,2,Sarjana,5600000
4464,(Jv2201011) Marcomm Staff,Jakarta,1,Sarjana,5580000
33616,(Jv2201014) Marketing & Bussiness Dev. Support,Jakarta,1,Sarjana,5580000
24745,Junior/Senior Accounting & Tax,Jakarta,2,Sarjana,5575000
7206,"Finance, Accounting & Tax Staff",Jakarta,0,Sarjana,5570230
34253,Telemarketing/Telesales,Jakarta,1,Sarjana,5550000
3992,Sales Executive,Jakarta,5,Magister,5520000
32439,Trucking Vendor Management Operation Lead,Jakarta,3,Sarjana,5520000
660,Customer Support & Sales Umroh (Under Outsourch),Jakarta,2,Sarjana,5520000
14801,Beauty Advisor For Jv Sarinah Dufry,Jakarta,2,Sarjana,5520000
16962,Staff Operasional Pembukaan Gerai,Jakarta,2,Sarjana,5520000
17635,It Officer,Jakarta,2,Sarjana,5520000
21167,Asisten Editor,Jakarta,1,Sarjana,5520000
21443,Jr. Designer,Jakarta,1,Sarjana,5520000
32092,Business Analyst Finance & Accounting (R&d Corporate Performance Management System Team),Jakarta,1,Sarjana,5520000
32234,Staff Finance,Jakarta,1,Sarjana,5520000
32750,Perencanaan Dan Pengawasan Bangunan Landed,Bandung,7,Sarjana,5500000
4830,Corporate Sales Executive,Bekasi,5,Sarjana,5500000
7706,Kepala Bagian Ga (Umum),Sidoarjo,5,Magister,5500000
13370,Mechanical Engineer,Bogor,5,Sarjana,5500000
20706,Interior Technical Drafter,Jakarta,5,Sarjana,5500000
32174,Corporate Sales Executive,Bekasi,5,Sarjana,5500000
33161,Accounting Pajak,Cikarang,5,Sarjana,5500000
33914,Staff Gudang,Jakarta,5,Sarjana,5500000
11641,Noc & It Support,Bekasi,4,Sarjana,5500000
30909,Project Supervisor,Bogor,4,Sarjana,5500000
415,Content Creator,Jakarta,3,Sarjana,5500000
471,Sales Staff - Cikarang,Jakarta,3,Sarjana,5500000
811,Salesman,Jakarta,3,Sarjana,5500000
1494,Trainer (Smartphone Industry) - Jawa Tengah,Jawa Tengah,3,Sarjana,5500000
2335,Quality Assurance Garment,Jawa Tengah,3,Sarjana,5500000
9584,Operation Supervisor - Lampung,Bandar Lampung,3,Sarjana,5500000
11989,Estimator Interior Dan Sipil,Jakarta,3,Sarjana,5500000
13392,Telemarketing,Jakarta,3,Sarjana,5500000
15001,Supervisor Marketing,Medan,3,Sarjana,5500000
20206,Salesman,Jakarta,3,Sarjana,5500000
21271,Finance & Accounting,Jakarta,3,Sarjana,5500000
21681,Telemarketing,Jakarta,3,Sarjana,5500000
24993,Piping Drafter,Bogor,3,Sarjana,5500000
27089,Hr Manager,Jakarta,3,Sarjana,5500000
30059,Staf Process Improvement,Surabaya,3,Sarjana,5500000
31206,Inventory Control,Jakarta,3,Magister,5500000
31380,Salesman,Jakarta,3,Sarjana,5500000
32007,Teachers,Jakarta,3,Sarjana,5500000
32229,Sekretaris,Jakarta,3,Sarjana,5500000
32301,Advocate / Lawyer,Jakarta,3,Sarjana,5500000
32352,Visual Merchandiser,Denpasar,3,Sarjana,5500000
32369,Senior Staff/Coord Warehouse,Bekasi,3,Sarjana,5500000
32521,Sales Marketing,Jakarta,3,Magister,5500000
32605,Telemarketing,Jakarta,3,Sarjana,5500000
32749,System Support,Jakarta,3,Sarjana,5500000
32781,Salesman,Jakarta,3,Sarjana,5500000
33711,Structure Engineer,Surabaya,3,Sarjana,5500000
34128,Telemarketing,Jakarta,3,Sarjana,5500000
34481,Senior Marketing,Bandung,3,Sarjana,5500000
34583,Purchasing Staff,Jakarta,3,Sarjana,5500000
1931,Photographer & Videographer,Jakarta,2,Sarjana,5500000
2944,Building & Asset Management Staff,Bandung,2,Sarjana,5500000
3045,Sales Supervisor Fmcg ( Gt ) - Area Batam,Batam,2,Sarjana,5500000
3329,It Programmer,Jakarta,2,Sarjana,5500000
5121,Sales Support,Banten,2,Sarjana,5500000
